,data
0,1.5962186297070748
1,0.6794855270050081
2,0.5977400782333528
3,1.0559163304587897
4,0.7471612034959122
5,0.7335323054255225
6,0.6689034818574605
7,0.3865778491397143
8,1.221942752032008
9,0.9047693487487369
10,0.6643314343340789
11,0.6407329035280783
12,0.03755076936101631
13,0.5158376190286038
14,-0.36718456655668663
15,0.6088085174840697
16,0.6931153704719131
17,0.8138382463543031
18,0.850431503713698
19,0.2655015630748868
20,1.3413078450399212
21,0.4754907153104444
22,0.8097162055720973
23,0.6070825899022297
24,0.37810678469793874
25,0.41920314828091443
26,1.5940119881070385
27,0.9092564690743734
28,0.20722892988160402
29,0.22910617274244105
30,1.0800991471454586
31,0.8849347261740738
32,0.036015502235364316
33,0.5438641187325424
34,0.619894166949217
35,0.3231981234524384
36,0.8638381140126439
37,1.2585329892871784
38,1.2151796607521264
39,1.2771552846672394
40,0.6079565382964927
41,0.6109184201090059
42,0.7333503501425337
43,0.9990604130377135
44,0.641916515802884
45,0.9554733399595936
46,1.3108654194500804
47,0.30587649860585886
48,0.5979141454219045
49,0.4231134526501959
50,0.5027274924364205
51,0.5771365599290819
52,0.33748396936308606
53,0.5046102196856349
54,0.5454052693593576
55,1.3304124892815268
56,0.8803294131061308
57,0.20846402386170226
58,0.6007308128335296
59,1.611969648293178
60,0.5179771517231765
61,0.9157492700049266
62,1.5505475221511766
63,0.5343482050340852
64,0.13024170536792723
65,0.7182482998813325
66,0.23514389651795264
67,0.5781827718481025
68,1.0960599459474063
69,0.6494598921964965
70,0.7530887609676478
71,1.4290884772739672
72,0.15487782632268254
73,1.0456359530489077
74,0.8457170393764671
75,0.20364772013490462
76,0.7639137384068359
77,0.12438837148636572
78,0.7873806030882026
79,0.27503370693958196
80,0.417785241348131
81,0.23657419325593942
82,0.5439442192647369
83,0.6964983568954151
84,0.7755301462620334
85,1.1480215151037756
86,1.4459830968595626
87,0.9512084474382951
88,0.7265539595779446
89,0.09174716166038643
90,0.9798638942318613
91,0.37835543641215835
92,0.5294794717172384
93,1.4450640533190584
94,0.5005240432061507
95,1.0440390219551652
96,0.9371213929023908
97,-0.0540725700758069
98,1.0072644666361246
99,0.26112387959127276
100,0.4973597661873629
101,1.309766012110372
102,0.4243094275202148
103,0.5955176434436242
104,0.8961215083919086
105,0.7633121400979634
106,0.6876350624230783
107,1.084642475516451
108,1.072637681330255
109,0.6243964392630692
110,0.2707213037950575
111,0.5300313761524537
112,0.08347881243462596
113,1.3262681805446959
114,1.0331212088346078
115,0.6940870515721635
116,0.6049553681775365
117,0.6648799663149236
