,data
0,1.0767719607991086
1,1.778285216639175
2,1.4641136716664862
3,0.6476240007828937
4,1.9507109333805328
5,2.3847582813170023
6,2.5960358047342895
7,2.4966225894419045
8,1.5008038773574839
9,2.4198405243756342
10,0.9416713752863998
11,2.2959415031896753
12,1.6282700619199253
13,3.4408573550092165
14,0.0001845815509677884
15,2.906730265205595
16,2.8926853286214484
17,2.63071002273393
18,1.0401455794879295
19,2.5178342043125532
20,2.315354845511666
21,2.663054802438219
22,3.3836793139750094
23,1.899789118931723
24,2.1905299362507504
25,1.363999760052824
26,2.01901988034634
27,2.2135995216822115
28,3.675524917346952
29,2.6690364071044197
30,1.824856643482248
31,-0.32810407985817336
32,2.258326246494959
33,1.3111951203120873
34,0.22578414605652575
35,1.3323289162493301
36,2.3933989332608947
37,2.6740194208288166
38,2.052450953259679
39,1.6611343482047365
40,2.965203245287622
41,1.4803678728772205
42,2.005667642854843
43,3.1549701575931657
44,1.5888130969647363
45,2.320728139499616
46,2.0699159693672002
47,3.1645105999960865
48,1.1243775540142726
49,2.5754095300716817
50,0.9854057238490523
51,2.2366877418923816
52,1.968045215303608
53,1.111823253676462
54,0.38424987898282703
55,2.861623437275938
56,2.204614283779282
57,1.9361257471374573
58,2.6819441202217136
59,1.8449831496331224
