,data
0,0.9660825061028798
1,1.733082151689857
2,1.1816472779132152
3,0.39122871943172904
4,0.864891023042778
5,0.8033624849318884
6,0.25059266653421086
7,0.5680121770788708
8,0.5913789635217261
9,1.2245009801584283
10,1.0821740155681265
11,0.3650534660952115
12,0.9300922353520822
13,0.6808890260618735
14,1.1007231111679292
15,0.9911524794711459
16,0.9239708422607386
17,0.9944465187162796
18,0.5783113269303592
19,0.3276063115350384
20,1.2255501192250557
21,0.5599559647038085
22,1.209125146281762
23,0.7810523897583815
24,0.6482682911013908
25,0.8632929900142488
26,1.259490840815522
27,1.3138743975881613
28,1.25011291107985
29,1.1780592315109222
30,0.9673872205926903
31,0.5559765249478674
32,0.3098582111424735
33,0.08283102874900561
34,0.33819930795257247
35,0.5992003930963334
36,0.1859174062138088
37,0.37618994213664403
38,0.18291915982724538
39,0.9590156372208937
40,0.12537513015868051
41,1.2509794822856273
42,1.1481155524811817
43,1.2496368617544875
44,0.7373914671382522
45,0.9009741359959004
46,-0.12215895699336088
47,0.6277427342460502
48,0.9297542303484184
49,1.068598943048241
50,0.5688237363836908
51,0.4304893951078512
52,0.9448341972465113
53,0.9397156402786269
54,1.217358940511183
55,0.6952493359783221
56,0.5079335950709081
57,0.7318270467351647
58,1.1279957220776358
59,1.002568552911889
60,0.47660713129702253
61,0.42432304384704655
62,0.9408102373410875
63,1.1736977417797827
64,0.7816156046268573
65,0.1358174956412137
66,0.3986165291087226
67,0.802805934500163
68,1.1472463261022383
69,1.36644349039508
70,1.0200556439753095
71,0.9130849459464591
72,1.2942144308174894
73,0.6842393618872242
74,0.30924177507763756
75,1.0561614366473162
76,0.4008834890421399
77,1.1490883688424853
78,-0.2762836286202678
79,0.815587526665846
80,0.8829141746588096
81,0.9338633871094034
82,0.6452479282263406
83,0.5327145773220469
84,0.7519302770202433
85,0.6042867650597683
86,0.476715894186182
87,0.7720683118932333
88,1.1952884919798636
89,0.4800221896563993
90,0.9552151906044866
91,0.9194334788076205
92,0.48094986641175264
93,0.7494814121857332
94,1.1705872116699
95,1.8508294295836607
96,1.1959579656699597
97,0.7936351900991598
98,0.49812136609620916
99,0.49618557522128154
100,1.131350470039403
101,0.5287256609884627
102,0.6955262215237195
103,0.3286909904180234
104,1.3916776326262927
